student_email,student_roll,university,department,semester,course_code,course_title,course_type,credits,attendance_10,assignments_10,final_60,total_80,letter_grade,grade_point_4
2103035@student.ruet.ac.bd,2103035,RUET,CSE,1-1,1104,Sessional/Lab 1-1 (04),lab,1.5,7.9,8.4,27.8,44.2,C,2.25
2103035@student.ruet.ac.bd,2103035,RUET,CSE,1-1,1106,Sessional/Lab 1-1 (06),lab,1.5,9.0,8.4,28.8,46.2,C,2.25
2103035@student.ruet.ac.bd,2103035,RUET,CSE,1-2,1201,Theory Course 1-2 (01),theory,3.0,7.3,8.6,29.3,45.2,C,2.25
2103035@student.ruet.ac.bd,2103035,RUET,CSE,1-2,1203,Theory Course 1-2 (03),theory,3.0,8.0,6.6,37.8,52.4,B-,2.75
2103035@student.ruet.ac.bd,2103035,RUET,CSE,1-2,1205,Theory Course 1-2 (05),theory,3.0,6.3,6.3,38.3,50.9,C+,2.50
2103035@student.ruet.ac.bd,2103035,RUET,CSE,1-2,1207,Theory Course 1-2 (07),theory,3.0,7.9,6.5,21.7,36.2,F,0.00
2103035@student.ruet.ac.bd,2103035,RUET,CSE,1-2,1209,Theory Course 1-2 (09),theory,3.0,7.4,8.2,29.8,45.4,C,2.25
2103035@student.ruet.ac.bd,2103035,RUET,CSE,1-2,1202,Sessional/Lab 1-2 (02),lab,1.5,9.6,9.0,34.9,53.6,B-,2.75
2103035@student.ruet.ac.bd,2103035,RUET,CSE,1-2,1204,Sessional/Lab 1-2 (04),lab,1.5,8.4,6.6,44.2,59.2,B,3.00
2103035@student.ruet.ac.bd,2103035,RUET,CSE,1-2,1206,Sessional/Lab 1-2 (06),lab,1.5,6.9,7.2,36.3,50.4,C+,2.50
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-1,2101,Theory Course 2-1 (01),theory,3.0,5.4,7.9,27.2,40.5,D,2.00
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-1,2103,Theory Course 2-1 (03),theory,3.0,6.8,9.7,25.4,41.9,D,2.00
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-1,2105,Theory Course 2-1 (05),theory,3.0,5.7,5.9,33.8,45.4,C,2.25
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-1,2107,Theory Course 2-1 (07),theory,3.0,5.4,10.0,22.4,37.9,F,0.00
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-1,2109,Theory Course 2-1 (09),theory,3.0,8.2,8.7,21.7,38.6,F,0.00
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-1,2102,Sessional/Lab 2-1 (02),lab,1.5,8.4,8.0,34.5,51.0,C+,2.50
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-1,2104,Sessional/Lab 2-1 (04),lab,1.5,8.8,9.5,23.8,42.1,D,2.00
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-1,2106,Sessional/Lab 2-1 (06),lab,1.5,9.4,9.3,31.1,49.9,C+,2.50
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-2,2201,Theory Course 2-2 (01),theory,3.0,9.4,8.2,30.3,47.9,C,2.25
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-2,2203,Theory Course 2-2 (03),theory,3.0,8.7,8.4,33.1,50.2,C+,2.50
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-2,2205,Theory Course 2-2 (05),theory,3.0,8.9,7.5,29.3,45.7,C,2.25
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-2,2207,Theory Course 2-2 (07),theory,3.0,6.3,8.3,31.3,45.9,C,2.25
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-2,2209,Theory Course 2-2 (09),theory,3.0,7.9,5.9,23.3,37.0,F,0.00
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-2,2202,Sessional/Lab 2-2 (02),lab,1.5,8.2,9.2,32.1,49.6,C+,2.50
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-2,2204,Sessional/Lab 2-2 (04),lab,1.5,6.7,9.3,30.9,46.9,C,2.25
2103035@student.ruet.ac.bd,2103035,RUET,CSE,2-2,2206,Sessional/Lab 2-2 (06),lab,1.5,8.6,8.0,35.2,51.8,C+,2.50
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-1,3101,Theory Course 3-1 (01),theory,3.0,8.5,6.9,41.3,56.6,B,3.00
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-1,3103,Theory Course 3-1 (03),theory,3.0,8.3,7.8,39.2,55.3,B-,2.75
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-1,3105,Theory Course 3-1 (05),theory,3.0,9.5,8.5,28.2,46.3,C,2.25
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-1,3107,Theory Course 3-1 (07),theory,3.0,5.6,6.1,25.8,37.5,F,0.00
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-1,3109,Theory Course 3-1 (09),theory,3.0,7.5,7.8,32.4,47.6,C,2.25
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-1,3102,Sessional/Lab 3-1 (02),lab,1.5,6.4,9.0,35.7,51.2,C+,2.50
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-1,3104,Sessional/Lab 3-1 (04),lab,1.5,7.1,7.8,30.1,45.0,C,2.25
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-1,3106,Sessional/Lab 3-1 (06),lab,1.5,6.7,9.2,23.8,39.6,F,0.00
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-1,3108,Sessional/Lab 3-1 (08),lab,1.5,6.5,10.0,25.4,42.0,D,2.00
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-2,3201,Theory Course 3-2 (01),theory,3.0,7.9,6.8,34.7,49.4,C+,2.50
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-2,3203,Theory Course 3-2 (03),theory,3.0,7.7,6.8,36.1,50.6,C+,2.50
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-2,3205,Theory Course 3-2 (05),theory,3.0,6.1,7.3,22.3,35.6,F,0.00
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-2,3207,Theory Course 3-2 (07),theory,3.0,8.5,7.4,31.4,47.4,C,2.25
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-2,3209,Theory Course 3-2 (09),theory,3.0,7.2,8.2,38.9,54.4,B-,2.75
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-2,3202,Sessional/Lab 3-2 (02),lab,1.5,9.1,10.0,24.1,43.2,D,2.00
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-2,3204,Sessional/Lab 3-2 (04),lab,1.5,7.0,10.0,33.0,50.0,C+,2.50
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-2,3206,Sessional/Lab 3-2 (06),lab,1.5,8.8,9.8,19.3,37.9,F,0.00
2103035@student.ruet.ac.bd,2103035,RUET,CSE,3-2,3208,Sessional/Lab 3-2 (08),lab,1.5,8.3,8.5,26.0,42.8,D,2.00
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-1,1101,Theory Course 1-1 (01),theory,3.0,7.4,7.3,41.6,56.4,B,3.00
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-1,1103,Theory Course 1-1 (03),theory,3.0,5.9,6.8,48.0,60.6,B+,3.25
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-1,1105,Theory Course 1-1 (05),theory,3.0,8.3,6.0,19.8,34.1,F,0.00
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-1,1107,Theory Course 1-1 (07),theory,3.0,8.4,8.1,44.4,61.0,B+,3.25
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-1,1109,Theory Course 1-1 (09),theory,3.0,4.5,7.4,39.2,51.1,C+,2.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-1,1102,Sessional/Lab 1-1 (02),lab,1.5,5.0,7.9,48.7,61.7,B+,3.25
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-1,1104,Sessional/Lab 1-1 (04),lab,1.5,7.5,8.3,41.8,57.6,B,3.00
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-1,1106,Sessional/Lab 1-1 (06),lab,1.5,6.1,6.2,55.6,68.0,A-,3.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-2,1201,Theory Course 1-2 (01),theory,3.0,8.0,4.9,45.8,58.8,B,3.00
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-2,1203,Theory Course 1-2 (03),theory,3.0,8.0,7.2,40.1,55.4,B-,2.75
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-2,1205,Theory Course 1-2 (05),theory,3.0,5.5,7.3,44.9,57.7,B,3.00
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-2,1207,Theory Course 1-2 (07),theory,3.0,7.1,6.8,31.9,45.8,C,2.25
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-2,1209,Theory Course 1-2 (09),theory,3.0,6.5,8.6,54.8,69.9,A,3.75
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-2,1202,Sessional/Lab 1-2 (02),lab,1.5,7.7,9.5,43.7,60.9,B+,3.25
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-2,1204,Sessional/Lab 1-2 (04),lab,1.5,7.5,7.6,36.4,51.5,C+,2.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,1-2,1206,Sessional/Lab 1-2 (06),lab,1.5,7.5,9.1,36.0,52.5,B-,2.75
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-1,2101,Theory Course 2-1 (01),theory,3.0,7.9,9.6,43.5,61.0,B+,3.25
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-1,2103,Theory Course 2-1 (03),theory,3.0,7.2,5.7,48.8,61.6,B+,3.25
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-1,2105,Theory Course 2-1 (05),theory,3.0,8.1,7.7,35.8,51.5,C+,2.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-1,2107,Theory Course 2-1 (07),theory,3.0,6.7,6.6,41.5,54.8,B-,2.75
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-1,2109,Theory Course 2-1 (09),theory,3.0,6.4,6.5,36.1,48.9,C+,2.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-1,2102,Sessional/Lab 2-1 (02),lab,1.5,9.1,7.4,31.7,48.3,C+,2.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-1,2104,Sessional/Lab 2-1 (04),lab,1.5,5.7,6.6,40.7,53.0,B-,2.75
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-1,2106,Sessional/Lab 2-1 (06),lab,1.5,5.3,5.6,53.1,64.1,A-,3.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-2,2201,Theory Course 2-2 (01),theory,3.0,4.8,5.4,48.4,58.7,B,3.00
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-2,2203,Theory Course 2-2 (03),theory,3.0,6.1,8.7,58.3,73.1,A+,4.00
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-2,2205,Theory Course 2-2 (05),theory,3.0,7.9,6.1,37.5,51.4,C+,2.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-2,2207,Theory Course 2-2 (07),theory,3.0,4.9,6.6,53.3,64.8,A-,3.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-2,2209,Theory Course 2-2 (09),theory,3.0,5.8,6.4,46.1,58.3,B,3.00
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-2,2202,Sessional/Lab 2-2 (02),lab,1.5,5.8,5.0,40.3,51.1,C+,2.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-2,2204,Sessional/Lab 2-2 (04),lab,1.5,6.5,7.8,46.2,60.5,B+,3.25
2103036@student.ruet.ac.bd,2103036,RUET,CSE,2-2,2206,Sessional/Lab 2-2 (06),lab,1.5,7.2,8.5,46.5,62.1,B+,3.25
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-1,3101,Theory Course 3-1 (01),theory,3.0,4.6,7.3,34.0,46.0,C,2.25
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-1,3103,Theory Course 3-1 (03),theory,3.0,5.2,7.2,25.1,37.5,F,0.00
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-1,3105,Theory Course 3-1 (05),theory,3.0,3.0,7.8,49.5,60.4,B+,3.25
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-1,3107,Theory Course 3-1 (07),theory,3.0,5.5,7.3,48.6,61.4,B+,3.25
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-1,3109,Theory Course 3-1 (09),theory,3.0,9.5,8.4,43.8,61.7,B+,3.25
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-1,3102,Sessional/Lab 3-1 (02),lab,1.5,8.7,5.4,37.9,52.0,B-,2.75
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-1,3104,Sessional/Lab 3-1 (04),lab,1.5,6.6,7.1,52.0,65.7,A-,3.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-1,3106,Sessional/Lab 3-1 (06),lab,1.5,6.0,8.0,50.3,64.4,A-,3.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-1,3108,Sessional/Lab 3-1 (08),lab,1.5,6.0,9.1,56.9,72.0,A,3.75
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-2,3201,Theory Course 3-2 (01),theory,3.0,4.9,6.1,39.0,50.1,C+,2.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-2,3203,Theory Course 3-2 (03),theory,3.0,6.0,7.6,37.3,50.8,C+,2.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-2,3205,Theory Course 3-2 (05),theory,3.0,6.5,8.9,32.9,48.3,C+,2.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-2,3207,Theory Course 3-2 (07),theory,3.0,7.2,8.4,53.0,68.6,A,3.75
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-2,3209,Theory Course 3-2 (09),theory,3.0,6.3,7.9,49.1,63.3,B+,3.25
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-2,3202,Sessional/Lab 3-2 (02),lab,1.5,7.7,7.5,52.3,67.5,A-,3.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-2,3204,Sessional/Lab 3-2 (04),lab,1.5,6.7,7.6,54.9,69.2,A,3.75
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-2,3206,Sessional/Lab 3-2 (06),lab,1.5,9.6,9.1,47.5,66.2,A-,3.50
2103036@student.ruet.ac.bd,2103036,RUET,CSE,3-2,3208,Sessional/Lab 3-2 (08),lab,1.5,8.2,7.4,44.4,60.0,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-1,1101,Theory Course 1-1 (01),theory,3.0,7.9,6.0,45.4,59.3,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-1,1103,Theory Course 1-1 (03),theory,3.0,10.0,4.9,46.5,61.4,B+,3.25
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-1,1105,Theory Course 1-1 (05),theory,3.0,10.0,6.3,34.8,51.1,C+,2.50
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-1,1107,Theory Course 1-1 (07),theory,3.0,8.7,7.4,28.5,44.7,C,2.25
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-1,1109,Theory Course 1-1 (09),theory,3.0,7.7,6.4,47.8,61.9,B+,3.25
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-1,1102,Sessional/Lab 1-1 (02),lab,1.5,9.7,5.3,34.4,49.4,C+,2.50
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-1,1104,Sessional/Lab 1-1 (04),lab,1.5,8.6,7.8,43.6,60.1,B+,3.25
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-1,1106,Sessional/Lab 1-1 (06),lab,1.5,9.6,8.0,40.8,58.3,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-2,1201,Theory Course 1-2 (01),theory,3.0,9.2,8.4,39.7,57.4,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-2,1203,Theory Course 1-2 (03),theory,3.0,10.0,7.9,58.1,76.0,A+,4.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-2,1205,Theory Course 1-2 (05),theory,3.0,10.0,8.5,38.6,57.1,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-2,1207,Theory Course 1-2 (07),theory,3.0,8.9,4.9,45.5,59.2,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-2,1209,Theory Course 1-2 (09),theory,3.0,10.0,7.5,35.1,52.6,B-,2.75
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-2,1202,Sessional/Lab 1-2 (02),lab,1.5,10.0,4.4,49.4,63.8,B+,3.25
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-2,1204,Sessional/Lab 1-2 (04),lab,1.5,8.9,6.5,36.6,52.0,B-,2.75
2103037@student.ruet.ac.bd,2103037,RUET,CSE,1-2,1206,Sessional/Lab 1-2 (06),lab,1.5,8.7,5.4,60.0,74.0,A+,4.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-1,2101,Theory Course 2-1 (01),theory,3.0,8.0,7.8,36.9,52.8,B-,2.75
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-1,2103,Theory Course 2-1 (03),theory,3.0,8.4,7.6,43.9,59.9,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-1,2105,Theory Course 2-1 (05),theory,3.0,9.1,7.8,40.1,57.0,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-1,2107,Theory Course 2-1 (07),theory,3.0,10.0,4.8,49.5,64.3,A-,3.50
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-1,2109,Theory Course 2-1 (09),theory,3.0,10.0,4.6,41.3,55.9,B-,2.75
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-1,2102,Sessional/Lab 2-1 (02),lab,1.5,8.5,5.8,39.9,54.3,B-,2.75
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-1,2104,Sessional/Lab 2-1 (04),lab,1.5,9.5,6.1,24.3,39.9,F,0.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-1,2106,Sessional/Lab 2-1 (06),lab,1.5,9.4,7.8,40.0,57.2,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-2,2201,Theory Course 2-2 (01),theory,3.0,8.4,5.3,60.0,73.7,A+,4.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-2,2203,Theory Course 2-2 (03),theory,3.0,10.0,7.2,41.7,58.9,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-2,2205,Theory Course 2-2 (05),theory,3.0,9.3,4.5,38.4,52.1,B-,2.75
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-2,2207,Theory Course 2-2 (07),theory,3.0,10.0,7.6,44.5,62.1,B+,3.25
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-2,2209,Theory Course 2-2 (09),theory,3.0,7.8,7.5,42.1,57.4,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-2,2202,Sessional/Lab 2-2 (02),lab,1.5,10.0,5.4,39.9,55.3,B-,2.75
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-2,2204,Sessional/Lab 2-2 (04),lab,1.5,10.0,7.9,32.6,50.5,C+,2.50
2103037@student.ruet.ac.bd,2103037,RUET,CSE,2-2,2206,Sessional/Lab 2-2 (06),lab,1.5,8.8,7.4,38.6,54.8,B-,2.75
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-1,3101,Theory Course 3-1 (01),theory,3.0,8.9,6.9,43.5,59.3,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-1,3103,Theory Course 3-1 (03),theory,3.0,8.8,5.3,45.8,60.0,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-1,3105,Theory Course 3-1 (05),theory,3.0,8.0,3.7,46.5,58.2,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-1,3107,Theory Course 3-1 (07),theory,3.0,10.0,4.8,34.5,49.3,C+,2.50
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-1,3109,Theory Course 3-1 (09),theory,3.0,9.9,4.1,48.6,62.5,B+,3.25
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-1,3102,Sessional/Lab 3-1 (02),lab,1.5,10.0,7.8,32.3,50.2,C+,2.50
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-1,3104,Sessional/Lab 3-1 (04),lab,1.5,10.0,4.6,37.6,52.1,B-,2.75
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-1,3106,Sessional/Lab 3-1 (06),lab,1.5,10.0,5.8,45.7,61.5,B+,3.25
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-1,3108,Sessional/Lab 3-1 (08),lab,1.5,9.2,7.6,41.2,58.0,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-2,3201,Theory Course 3-2 (01),theory,3.0,10.0,3.9,48.6,62.5,B+,3.25
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-2,3203,Theory Course 3-2 (03),theory,3.0,9.0,6.0,34.6,49.6,C+,2.50
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-2,3205,Theory Course 3-2 (05),theory,3.0,10.0,7.8,38.9,56.7,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-2,3207,Theory Course 3-2 (07),theory,3.0,10.0,8.0,43.8,61.7,B+,3.25
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-2,3209,Theory Course 3-2 (09),theory,3.0,9.3,5.4,44.3,59.0,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-2,3202,Sessional/Lab 3-2 (02),lab,1.5,10.0,5.8,38.0,53.8,B-,2.75
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-2,3204,Sessional/Lab 3-2 (04),lab,1.5,8.3,6.5,42.9,57.7,B,3.00
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-2,3206,Sessional/Lab 3-2 (06),lab,1.5,7.3,4.5,41.0,52.8,B-,2.75
2103037@student.ruet.ac.bd,2103037,RUET,CSE,3-2,3208,Sessional/Lab 3-2 (08),lab,1.5,10.0,6.4,37.3,53.7,B-,2.75
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-1,1101,Theory Course 1-1 (01),theory,3.0,6.6,4.1,48.7,59.4,B,3.00
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-1,1103,Theory Course 1-1 (03),theory,3.0,4.8,6.4,47.4,58.6,B,3.00
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-1,1105,Theory Course 1-1 (05),theory,3.0,5.8,6.3,60.0,72.0,A+,4.00
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-1,1107,Theory Course 1-1 (07),theory,3.0,6.1,5.2,60.0,71.3,A,3.75
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-1,1109,Theory Course 1-1 (09),theory,3.0,4.8,7.2,41.5,53.5,B-,2.75
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-1,1102,Sessional/Lab 1-1 (02),lab,1.5,6.0,6.7,54.9,67.5,A-,3.50
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-1,1104,Sessional/Lab 1-1 (04),lab,1.5,5.2,7.3,42.7,55.2,B-,2.75
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-1,1106,Sessional/Lab 1-1 (06),lab,1.5,7.2,6.1,56.8,70.1,A,3.75
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-2,1201,Theory Course 1-2 (01),theory,3.0,6.1,4.7,50.6,61.4,B+,3.25
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-2,1203,Theory Course 1-2 (03),theory,3.0,5.8,8.2,52.6,66.6,A-,3.50
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-2,1205,Theory Course 1-2 (05),theory,3.0,6.4,5.5,46.7,58.6,B,3.00
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-2,1207,Theory Course 1-2 (07),theory,3.0,6.0,7.0,54.7,67.6,A-,3.50
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-2,1209,Theory Course 1-2 (09),theory,3.0,7.7,7.2,55.1,70.0,A,3.75
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-2,1202,Sessional/Lab 1-2 (02),lab,1.5,6.5,5.1,60.0,71.6,A,3.75
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-2,1204,Sessional/Lab 1-2 (04),lab,1.5,8.9,7.9,52.0,68.7,A,3.75
2103038@student.ruet.ac.bd,2103038,RUET,CSE,1-2,1206,Sessional/Lab 1-2 (06),lab,1.5,8.6,6.0,60.0,74.6,A+,4.00
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-1,2101,Theory Course 2-1 (01),theory,3.0,5.6,3.6,50.8,60.1,B+,3.25
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-1,2103,Theory Course 2-1 (03),theory,3.0,6.8,6.7,54.9,68.4,A,3.75
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-1,2105,Theory Course 2-1 (05),theory,3.0,7.3,5.4,43.9,56.7,B,3.00
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-1,2107,Theory Course 2-1 (07),theory,3.0,5.7,8.2,48.3,62.1,B+,3.25
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-1,2109,Theory Course 2-1 (09),theory,3.0,5.5,7.6,60.0,73.1,A+,4.00
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-1,2102,Sessional/Lab 2-1 (02),lab,1.5,7.1,8.9,51.9,67.9,A-,3.50
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-1,2104,Sessional/Lab 2-1 (04),lab,1.5,9.3,7.2,47.5,63.9,B+,3.25
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-1,2106,Sessional/Lab 2-1 (06),lab,1.5,6.4,6.1,53.5,66.0,A-,3.50
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-2,2201,Theory Course 2-2 (01),theory,3.0,6.6,7.4,44.0,57.9,B,3.00
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-2,2203,Theory Course 2-2 (03),theory,3.0,5.8,4.8,49.8,60.4,B+,3.25
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-2,2205,Theory Course 2-2 (05),theory,3.0,7.2,8.0,50.8,65.9,A-,3.50
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-2,2207,Theory Course 2-2 (07),theory,3.0,6.6,7.2,60.0,73.8,A+,4.00
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-2,2209,Theory Course 2-2 (09),theory,3.0,5.4,5.5,44.2,55.0,B-,2.75
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-2,2202,Sessional/Lab 2-2 (02),lab,1.5,6.9,6.4,47.8,61.0,B+,3.25
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-2,2204,Sessional/Lab 2-2 (04),lab,1.5,7.6,6.3,60.0,73.9,A+,4.00
2103038@student.ruet.ac.bd,2103038,RUET,CSE,2-2,2206,Sessional/Lab 2-2 (06),lab,1.5,7.1,8.4,52.7,68.3,A,3.75
